date,pm25,pm10,o3,no2,so2,co,aqi
2019-10-01,83.0,76.0,26.0,55.0,53.0,31.0,82.35294117647058
2019-10-02,132.0,86.0,32.0,46.0,43.0,30.0,76.47058823529412
2019-10-03,126.0,86.0,37.0,47.0,48.0,36.0,74.0
2019-10-04,122.0,92.0,31.0,75.0,58.0,35.0,87.5
2019-10-05,139.0,81.0,64.0,56.0,59.0,28.0,64.70588235294117
2019-10-06,148.0,108.0,58.0,71.0,55.0,38.0,77.5
2019-10-07,178.0,99.0,68.0,70.0,58.0,34.0,98.0
2019-10-08,152.0,125.0,65.0,80.0,54.0,25.0,47.05882352941176
2019-10-09,178.0,120.0,59.0,79.0,54.0,38.0,97.5
2019-10-10,190.0,99.0,85.0,84.0,55.0,34.0,98.0
2019-10-11,141.0,129.0,92.0,92.0,62.0,24.0,84.0
2019-10-12,185.0,191.0,13.0,79.0,62.0,24.0,97.5
2019-10-13,245.0,166.0,67.0,75.0,61.0,10.0,96.15384615384616
2019-10-14,168.0,130.0,80.0,84.0,58.0,32.0,88.23529411764706
2019-10-15,165.0,121.0,89.0,83.0,54.0,20.0,78.0
2019-10-16,169.0,112.0,81.0,86.0,51.0,30.0,76.47058823529412
2019-10-17,174.0,110.0,75.0,85.0,51.0,19.0,50.0
2019-10-18,182.0,100.0,76.0,74.0,41.0,7.0,85.0
2019-10-19,167.0,87.0,57.0,71.0,43.0,6.0,77.5
2019-10-20,167.0,82.0,81.0,56.0,44.0,3.0,64.0
2019-10-21,163.0,87.0,83.0,50.0,45.0,3.0,74.0
2019-10-22,166.0,64.0,66.0,53.0,46.0,3.0,35.38461538461539
2019-10-23,125.0,76.0,94.0,60.0,46.0,4.0,88.0
2019-10-24,130.0,97.0,90.0,76.0,53.0,6.0,94.0
2019-10-25,161.0,77.0,94.0,40.0,37.0,2.0,92.5
2019-10-26,146.0,63.0,63.0,32.0,48.0,4.0,80.0
2019-10-27,141.0,104.0,28.0,31.0,43.0,2.0,77.5
2019-10-28,146.0,69.0,30.0,27.0,43.0,2.0,67.5
2019-10-29,101.0,43.0,32.0,33.0,52.0,11.0,86.0
2019-10-30,57.0,90.0,40.0,52.0,49.0,13.0,90.0
2019-10-31,127.0,95.0,34.0,52.0,53.0,9.0,90.0
2019-11-01,145.0,78.0,21.0,40.0,49.0,8.0,75.0
2019-11-02,110.0,56.0,23.0,48.0,52.0,11.0,66.66666666666666
2019-11-03,94.0,79.0,60.0,76.0,52.0,8.0,90.0
2019-11-04,153.0,88.0,75.0,84.0,55.0,10.0,76.0
2019-11-05,164.0,108.0,70.0,77.0,46.0,8.0,92.5
2019-11-06,181.0,61.0,29.0,74.0,59.0,9.0,87.5
2019-11-07,134.0,69.0,19.0,67.0,61.0,8.0,75.0
2019-11-08,149.0,76.0,27.0,68.0,60.0,9.0,87.5
2019-11-09,132.0,89.0,27.0,66.0,60.0,8.0,78.0
2019-11-10,156.0,108.0,27.0,79.0,60.0,12.0,97.5
2019-11-11,165.0,142.0,27.0,99.0,60.0,12.0,54.0
2019-11-12,169.0,107.0,21.0,89.0,60.0,12.0,50.0
2019-11-13,169.0,81.0,16.0,84.0,58.0,9.0,87.5
2019-11-14,132.0,70.0,6.0,53.0,57.0,11.0,42.5
2019-11-15,115.0,86.0,7.0,63.0,59.0,11.0,83.33333333333334
2019-11-16,159.0,62.0,6.0,59.0,55.0,15.0,71.42857142857143
2019-11-17,146.0,70.0,6.0,67.0,57.0,15.0,71.42857142857143
2019-11-18,143.0,65.0,6.0,52.0,60.0,6.0,50.0
2019-11-19,133.0,69.0,7.0,45.0,67.0,13.0,67.5
2019-11-20,115.0,68.0,7.0,51.0,59.0,7.0,83.33333333333334
2019-11-21,135.0,70.0,6.0,46.0,74.0,7.0,85.0
2019-11-22,140.0,75.0,7.0,50.0,54.0,6.0,50.0
2019-11-23,144.0,72.0,6.0,45.0,55.0,7.0,62.5
2019-11-24,147.0,77.0,6.0,52.0,53.0,10.0,54.0
2019-11-25,161.0,73.0,36.0,43.0,56.0,9.0,87.5
2019-11-26,145.0,75.0,32.0,44.0,57.0,6.0,64.0
2019-11-27,136.0,65.0,25.0,59.0,65.0,9.0,87.5
2019-11-28,106.0,66.0,26.0,47.0,76.0,9.0,90.0
2019-11-29,132.0,66.0,22.0,39.0,61.0,9.0,97.5
2019-11-30,129.0,62.0,23.0,37.0,55.0,6.0,92.5
2019-12-01,119.0,61.0,23.0,27.0,50.0,5.0,96.66666666666667
2019-12-02,128.0,61.0,25.0,24.0,54.0,6.0,60.0
2019-12-03,128.0,70.0,23.0,27.0,45.0,5.0,67.5
2019-12-04,138.0,78.0,21.0,35.0,25.0,5.0,87.5
2019-12-05,149.0,84.0,21.0,32.0,16.0,4.0,80.0
2019-12-06,151.0,106.0,27.0,41.0,14.0,5.0,54.0
2019-12-07,173.0,90.0,28.0,37.0,15.0,5.0,92.5
2019-12-08,170.0,85.0,30.0,22.0,19.0,4.0,70.0
2019-12-09,162.0,94.0,22.0,15.0,25.0,6.0,88.0
2019-12-10,166.0,83.0,23.0,10.0,24.0,9.0,87.5
2019-12-11,154.0,78.0,14.0,6.0,29.0,1.0,72.5
2019-12-12,139.0,69.0,13.0,4.0,11.0,1.0,38.0
2019-12-13,128.0,72.0,13.0,6.0,12.0,2.0,44.0
2019-12-14,147.0,66.0,14.0,4.0,7.0,1.0,32.0
2019-12-15,122.0,68.0,20.0,9.0,8.0,3.0,40.0
2019-12-16,117.0,73.0,14.0,11.0,12.0,3.0,90.0
2019-12-17,133.0,82.0,11.0,12.0,13.0,5.0,64.0
2019-12-18,156.0,109.0,8.0,11.0,18.0,10.0,45.0
2019-12-19,174.0,98.0,10.0,10.0,15.0,1.0,96.0
2019-12-20,169.0,75.0,5.0,15.0,34.0,7.0,85.0
2019-12-21,135.0,74.0,4.0,7.0,16.0,3.0,48.0
2019-12-22,150.0,71.0,2.0,7.0,29.0,7.0,72.5
2019-12-23,148.0,70.0,2.0,9.0,32.0,9.0,87.5
2019-12-24,133.0,72.0,3.0,8.0,31.0,6.0,77.5
2019-12-25,138.0,70.0,9.0,14.0,23.0,5.0,57.49999999999999
2019-12-26,136.0,60.0,8.0,22.0,25.0,5.0,62.5
2019-12-27,102.0,60.0,9.0,17.0,31.0,6.0,77.5
2019-12-28,111.0,69.0,9.0,19.0,23.0,8.0,75.0
2019-12-29,130.0,69.0,9.0,19.0,23.0,8.0,75.0
2019-07-01,118.0,80.0,44.0,52.0,24.0,13.0,93.33333333333333
2019-07-02,118.0,70.0,28.0,49.0,23.0,14.0,93.33333333333333
2019-07-03,119.0,74.0,11.0,68.0,22.0,15.0,96.66666666666667
2019-07-04,124.0,81.0,14.0,49.0,17.0,15.0,71.42857142857143
2019-07-05,128.0,73.0,11.0,79.0,20.0,14.0,97.5
2019-07-06,124.0,62.0,33.0,64.0,16.0,13.0,66.0
2019-07-07,100.0,79.0,16.0,52.0,15.0,14.0,57.99999999999999
2019-07-08,107.0,83.0,19.0,61.0,15.0,13.0,66.0
2019-07-09,116.0,87.0,25.0,73.0,15.0,12.0,86.66666666666667
2019-07-10,122.0,81.0,17.0,47.0,40.0,11.0,62.0
2019-07-11,118.0,77.0,20.0,49.0,41.0,11.0,93.33333333333333
2019-07-12,114.0,73.0,21.0,54.0,44.0,12.0,80.0
2019-07-13,108.0,78.0,31.0,45.0,45.0,11.0,62.0
2019-07-14,116.0,81.0,22.0,53.0,56.0,11.0,86.66666666666667
2019-07-15,116.0,80.0,20.0,47.0,59.0,12.0,86.66666666666667
2019-07-16,109.0,80.0,22.0,50.0,51.0,12.0,63.33333333333333
2019-07-17,100.0,75.0,29.0,48.0,53.0,13.0,57.99999999999999
2019-07-18,94.0,83.0,45.0,61.0,47.0,13.0,90.0
2019-07-19,123.0,88.0,58.0,67.0,46.0,14.0,76.0
2019-07-20,134.0,75.0,72.0,71.0,40.0,16.0,85.71428571428571
2019-07-21,128.0,64.0,75.0,53.0,26.0,15.0,71.42857142857143
2019-07-22,106.0,124.0,38.0,75.0,17.0,17.0,87.5
2019-07-23,160.0,109.0,43.0,46.0,23.0,18.0,86.0
2019-07-24,129.0,106.0,19.0,71.0,25.0,14.0,77.5
2019-07-25,129.0,72.0,28.0,14.0,28.0,14.0,70.0
2019-07-26,124.0,72.0,31.0,19.0,45.0,14.0,62.0
2019-07-27,111.0,73.0,28.0,13.0,41.0,14.0,70.0
2019-07-28,115.0,119.0,45.0,19.0,35.0,14.0,90.0
2019-07-29,115.0,119.0,21.0,13.0,31.0,12.0,83.33333333333334
2019-07-30,114.0,119.0,24.0,22.0,26.0,6.0,80.0
2019-07-31,87.0,78.0,16.0,10.0,25.0,13.0,90.0
2019-08-01,120.0,92.0,24.0,20.0,25.0,12.0,84.0
2019-08-02,143.0,82.0,17.0,13.0,20.0,10.0,64.0
2019-08-03,123.0,76.0,27.0,16.0,19.0,10.0,54.0
2019-08-04,104.0,99.0,31.0,14.0,21.0,12.0,98.0
2019-08-05,116.0,113.0,36.0,25.0,19.0,12.0,86.66666666666667
2019-08-06,130.0,122.0,19.0,13.0,20.0,11.0,50.0
2019-08-07,147.0,120.0,25.0,21.0,19.0,13.0,52.5
2019-08-08,133.0,71.0,26.0,32.0,21.0,12.0,80.0
2019-08-09,114.0,43.0,18.0,18.0,22.0,12.0,86.0
2019-08-10,71.0,70.0,20.0,17.0,19.0,11.0,47.5
2019-08-11,105.0,103.0,28.0,22.0,20.0,10.0,56.00000000000001
2019-08-12,126.0,110.0,37.0,22.0,18.0,8.0,75.0
2019-08-13,116.0,115.0,31.0,16.0,20.0,10.0,86.66666666666667
2019-08-14,128.0,81.0,23.0,23.0,19.0,11.0,62.0
2019-08-15,122.0,60.0,24.0,19.0,21.0,11.0,52.5
2019-08-16,84.0,94.0,32.0,18.0,20.0,13.0,88.0
2019-08-17,113.0,90.0,39.0,32.0,18.0,9.0,87.5
2019-08-18,119.0,115.0,30.0,27.0,13.0,4.0,96.66666666666667
2019-08-19,109.0,92.0,45.0,22.0,22.0,8.0,90.0
2019-08-20,122.0,98.0,53.0,26.0,20.0,9.0,96.0
2019-08-21,102.0,118.0,53.0,29.0,21.0,9.0,87.5
2019-08-22,117.0,114.0,46.0,24.0,25.0,8.0,92.0
2019-08-23,124.0,94.0,60.0,25.0,18.0,7.0,88.0
2019-08-24,113.0,83.0,54.0,26.0,19.0,8.0,76.66666666666667
2019-08-25,89.0,105.0,17.0,25.0,27.0,12.0,96.66666666666667
2019-08-26,115.0,94.0,15.0,16.0,22.0,15.0,88.0
2019-08-27,148.0,66.0,45.0,21.0,20.0,11.0,90.0
2019-08-28,103.0,69.0,20.0,21.0,30.0,9.0,87.5
2019-08-29,108.0,82.0,25.0,19.0,24.0,7.0,64.0
2019-08-30,112.0,78.0,26.0,21.0,22.0,5.0,73.33333333333333
2019-08-31,104.0,66.0,36.0,21.0,23.0,6.0,72.0
2019-09-01,92.0,56.0,32.0,23.0,24.0,8.0,75.0
2019-09-02,79.0,64.0,35.0,22.0,25.0,8.0,75.0
2019-09-03,112.0,65.0,61.0,28.0,24.0,8.0,75.0
2019-09-04,107.0,54.0,69.0,38.0,25.0,11.0,95.0
2019-09-05,115.0,60.0,81.0,37.0,25.0,8.0,92.5
2019-09-06,130.0,61.0,35.0,24.0,24.0,6.0,70.0
2019-09-07,100.0,51.0,48.0,21.0,21.0,6.0,96.0
2019-09-08,95.0,55.0,50.0,27.0,26.0,8.0,75.0
2019-09-09,105.0,57.0,17.0,30.0,25.0,12.0,75.0
2019-09-10,122.0,121.0,14.0,20.0,36.0,6.0,90.0
2019-09-11,146.0,121.0,17.0,18.0,26.0,13.0,65.0
2019-09-13,146.0,121.0,9.0,30.0,32.0,18.0,80.0
2019-09-14,128.0,108.0,17.0,20.0,32.0,17.0,80.0
2019-09-15,134.0,76.0,21.0,24.0,31.0,12.0,77.5
2019-09-16,101.0,74.0,29.0,91.0,30.0,9.0,87.5
2019-09-17,117.0,86.0,44.0,42.0,15.0,5.0,90.0
2019-09-18,127.0,90.0,19.0,59.0,33.0,5.0,82.5
2019-09-19,146.0,48.0,27.0,27.0,35.0,34.0,96.0
2019-09-20,80.0,57.0,29.0,58.0,40.0,46.0,66.66666666666666
2019-09-21,107.0,65.0,39.0,58.0,44.0,39.0,78.0
2019-09-22,123.0,77.0,33.0,52.0,47.0,42.0,66.0
2019-09-23,141.0,67.0,42.0,55.0,47.0,34.0,84.0
2019-09-24,133.0,74.0,48.0,52.0,38.0,43.0,96.0
2019-09-25,142.0,49.0,26.0,44.0,44.0,33.0,98.0
2019-09-26,105.0,36.0,18.0,36.0,41.0,37.0,90.0
2019-09-27,84.0,43.0,16.0,45.0,41.0,25.0,86.0
2019-09-28,90.0,40.0,19.0,35.0,50.0,33.0,94.11764705882352
2019-09-29,68.0,32.0,23.0,29.0,46.0,28.0,72.5
2019-09-30,70.0,44.0,44.0,42.0,55.0,24.0,88.0
2019-04-01,172.0,44.0,23.0,44.0,7.0,3.0,88.0
2019-04-02,188.0,44.0,22.0,41.0,6.0,4.0,88.0
2019-04-03,180.0,44.0,18.0,38.0,4.0,3.0,95.0
2019-04-04,168.0,44.0,14.0,34.0,5.0,3.0,88.0
2019-04-05,172.0,44.0,15.0,32.0,6.0,4.0,88.0
2019-04-06,175.0,44.0,12.0,25.0,8.0,4.0,88.0
2019-04-07,173.0,44.0,14.0,31.0,5.0,4.0,88.0
2019-04-08,158.0,44.0,13.0,28.0,5.0,4.0,88.0
2019-04-09,153.0,44.0,11.0,17.0,2.0,5.0,88.0
2019-04-10,145.0,44.0,13.0,19.0,3.0,4.0,88.0
2019-04-11,158.0,44.0,15.0,30.0,4.0,4.0,88.0
2019-04-12,157.0,44.0,23.0,31.0,2.0,5.0,88.0
2019-04-13,155.0,44.0,36.0,25.0,3.0,6.0,88.0
2019-04-14,149.0,44.0,25.0,28.0,14.0,5.0,88.0
2019-04-15,282.0,44.0,28.0,26.0,24.0,7.0,88.0
2019-04-16,244.0,44.0,43.0,27.0,38.0,13.0,95.38461538461539
2019-04-17,179.0,44.0,48.0,33.0,17.0,6.0,96.0
2019-04-18,173.0,44.0,48.0,43.0,28.0,6.0,96.0
2019-04-19,142.0,44.0,66.0,57.0,41.0,7.0,88.0
2019-04-20,160.0,44.0,45.0,35.0,24.0,7.0,90.0
2019-04-21,140.0,44.0,53.0,42.0,33.0,6.0,88.0
2019-04-22,170.0,44.0,46.0,38.0,33.0,7.0,95.0
2019-04-23,162.0,44.0,33.0,19.0,24.0,7.0,88.0
2019-04-24,155.0,44.0,33.0,19.0,24.0,7.0,88.0
2019-04-28,168.0,44.0,36.0,22.0,22.0,6.0,88.0
2019-04-29,179.0,44.0,40.0,29.0,20.0,9.0,88.0
2019-04-30,202.0,44.0,40.0,31.0,33.0,7.0,88.0
2019-05-01,181.0,44.0,63.0,34.0,45.0,7.0,88.0
2019-05-02,175.0,44.0,37.0,27.0,40.0,8.0,88.0
2019-05-03,165.0,44.0,1.0,24.0,31.0,7.0,88.0
2019-05-04,158.0,44.0,1.0,26.0,51.0,7.0,88.0
2019-05-05,162.0,44.0,1.0,33.0,39.0,6.0,97.5
2019-05-06,155.0,44.0,1.0,31.0,28.0,5.0,88.0
2019-05-07,140.0,44.0,1.0,25.0,40.0,6.0,88.0
2019-05-08,153.0,44.0,1.0,19.0,21.0,5.0,88.0
2019-05-09,125.0,44.0,1.0,19.0,21.0,2.0,88.0
2019-05-10,93.0,44.0,1.0,19.0,21.0,2.0,88.0
2019-05-14,126.0,84.0,34.0,39.0,58.0,7.0,97.5
2019-05-15,105.0,81.0,34.0,36.0,40.0,6.0,90.0
2019-05-16,97.0,88.0,24.0,35.0,40.0,7.0,87.5
2019-05-17,100.0,96.0,28.0,34.0,38.0,8.0,95.0
2019-05-18,96.0,78.0,27.0,31.0,35.0,13.0,87.5
2019-05-19,94.0,82.0,36.0,37.0,38.0,12.0,95.0
2019-05-20,102.0,74.0,30.0,37.0,37.0,11.0,92.5
2019-05-21,77.0,74.0,33.0,35.0,40.0,13.0,87.5
2019-05-22,84.0,90.0,31.0,41.0,45.0,13.0,80.0
2019-05-23,111.0,97.0,35.0,42.0,52.0,11.0,94.0
2019-05-24,124.0,101.0,37.0,40.0,55.0,13.0,74.0
2019-05-25,133.0,111.0,38.0,46.0,52.0,14.0,76.0
2019-05-26,143.0,104.0,39.0,51.0,56.0,13.0,78.0
2019-05-27,137.0,101.0,37.0,47.0,51.0,15.0,74.0
2019-05-28,123.0,93.0,34.0,32.0,38.0,13.0,95.0
2019-05-29,107.0,100.0,39.0,41.0,55.0,13.0,78.0
2019-05-30,122.0,91.0,30.0,38.0,54.0,16.0,95.0
2019-05-31,124.0,94.0,31.0,31.0,56.0,17.0,88.0
2019-06-01,121.0,82.0,31.0,31.0,52.0,14.0,77.5
2019-06-02,111.0,90.0,42.0,33.0,53.0,15.0,84.0
2019-06-03,122.0,81.0,80.0,35.0,53.0,13.0,87.5
2019-06-04,110.0,79.0,80.0,27.0,46.0,14.0,67.5
2019-06-05,106.0,86.0,60.0,31.0,43.0,12.0,77.5
2019-06-06,100.0,85.0,83.0,55.0,15.0,15.0,71.42857142857143
2019-06-07,89.0,90.0,81.0,69.0,29.0,13.0,96.66666666666667
2019-06-08,122.0,83.0,88.0,67.0,52.0,12.0,76.0
2019-06-09,97.0,80.0,77.0,59.0,50.0,11.0,60.0
2019-06-10,98.0,76.0,87.0,60.0,45.0,10.0,74.0
2019-06-11,97.0,102.0,75.0,66.0,39.0,15.0,97.5
2019-06-12,115.0,60.0,59.0,56.0,29.0,12.0,83.33333333333334
2019-06-13,79.0,74.0,48.0,52.0,30.0,12.0,96.0
2019-06-14,82.0,71.0,30.0,53.0,24.0,14.0,73.33333333333333
2019-06-15,95.0,76.0,25.0,47.0,14.0,14.0,57.14285714285714
2019-06-16,95.0,75.0,13.0,53.0,20.0,13.0,50.0
2019-06-17,84.0,58.0,14.0,61.0,12.0,13.0,80.0
2019-06-18,81.0,126.0,2.0,68.0,18.0,7.0,70.0
2019-06-19,135.0,85.0,43.0,63.0,16.0,11.0,86.0
2019-06-20,113.0,74.0,93.0,61.0,12.0,10.0,86.0
2019-06-21,102.0,99.0,64.0,69.0,13.0,7.0,98.0
2019-06-22,144.0,74.0,75.0,64.0,19.0,9.0,87.5
2019-06-23,122.0,80.0,81.0,91.0,18.0,14.0,62.0
2019-06-24,128.0,71.0,77.0,77.0,10.0,13.0,92.5
2019-06-25,123.0,91.0,33.0,87.0,14.0,15.0,82.0
2019-06-26,157.0,77.0,39.0,78.0,17.0,16.0,95.0
2019-06-27,144.0,74.0,23.0,75.0,21.0,15.0,87.5
2019-06-28,126.0,79.0,11.0,84.0,18.0,16.0,85.71428571428571
2019-06-29,140.0,81.0,37.0,49.0,14.0,15.0,74.0
2019-06-30,132.0,75.0,37.0,70.0,19.0,14.0,75.0
2019-01-01,183.0,75.0,39.0,49.0,24.0,4.0,78.0
2019-01-02,210.0,75.0,34.0,35.0,28.0,4.0,87.5
2019-01-03,200.0,75.0,37.0,43.0,34.0,4.0,85.0
2019-01-04,177.0,75.0,51.0,51.0,41.0,5.0,50.0
2019-01-05,183.0,75.0,34.0,33.0,26.0,4.0,82.5
2019-01-06,156.0,75.0,37.0,34.0,24.0,4.0,85.0
2019-01-07,158.0,75.0,38.0,37.0,28.0,5.0,92.5
2019-01-08,168.0,75.0,39.0,42.0,30.0,4.0,78.0
2019-01-09,164.0,75.0,35.0,36.0,29.0,5.0,90.0
2019-01-10,162.0,75.0,37.0,38.0,34.0,7.0,95.0
2019-01-11,159.0,75.0,41.0,34.0,31.0,5.0,85.0
2019-01-12,149.0,75.0,38.0,38.0,32.0,4.0,95.0
2019-01-13,189.0,75.0,42.0,28.0,17.0,5.0,84.0
2019-01-14,160.0,75.0,40.0,16.0,14.0,5.0,80.0
2019-01-15,155.0,75.0,48.0,53.0,32.0,9.0,96.0
2019-01-16,218.0,75.0,36.0,46.0,28.0,5.0,75.38461538461539
2019-01-17,191.0,75.0,35.0,45.0,39.0,5.0,97.5
2019-01-18,170.0,75.0,30.0,37.0,28.0,5.0,92.5
2019-01-19,154.0,75.0,35.0,48.0,38.0,5.0,95.0
2019-01-20,165.0,75.0,28.0,40.0,44.0,5.0,56.00000000000001
2019-01-21,208.0,75.0,21.0,25.0,29.0,4.0,72.5
2019-01-22,150.0,75.0,35.0,38.0,39.0,5.0,97.5
2019-01-23,163.0,75.0,34.0,37.0,42.0,4.0,92.5
2019-01-24,155.0,75.0,31.0,29.0,29.0,4.0,72.5
2019-01-25,133.0,75.0,8.0,30.0,29.0,4.0,75.0
2019-01-26,125.0,75.0,8.0,27.0,18.0,4.0,67.5
2019-01-27,126.0,75.0,26.0,31.0,19.0,5.0,77.5
2019-01-28,146.0,75.0,31.0,36.0,19.0,4.0,90.0
2019-01-29,154.0,75.0,33.0,38.0,36.0,5.0,95.0
2019-01-30,136.0,75.0,50.0,51.0,44.0,5.0,50.0
2019-01-31,164.0,75.0,30.0,35.0,40.0,5.0,87.5
2019-02-01,160.0,75.0,35.0,30.0,33.0,4.0,82.5
2019-02-02,126.0,75.0,39.0,36.0,29.0,5.0,90.0
2019-02-03,141.0,75.0,32.0,37.0,28.0,5.0,92.5
2019-02-04,176.0,75.0,46.0,53.0,35.0,5.0,92.0
2019-02-05,168.0,75.0,35.0,30.0,27.0,5.0,75.0
2019-02-06,120.0,75.0,31.0,20.0,21.0,5.0,62.0
2019-02-07,170.0,75.0,31.0,25.0,20.0,4.0,62.5
2019-02-08,176.0,75.0,36.0,36.0,20.0,6.0,90.0
2019-02-09,124.0,75.0,38.0,35.0,25.0,4.0,87.5
2019-02-10,112.0,75.0,41.0,40.0,25.0,5.0,82.0
2019-02-11,123.0,75.0,39.0,35.0,26.0,5.0,87.5
2019-02-12,136.0,75.0,52.0,39.0,43.0,6.0,97.5
2019-02-13,161.0,75.0,47.0,30.0,19.0,5.0,94.0
2019-02-14,146.0,75.0,41.0,48.0,20.0,4.0,82.0
2019-02-15,152.0,75.0,42.0,34.0,20.0,4.0,85.0
2019-02-16,120.0,75.0,47.0,39.0,25.0,4.0,97.5
2019-02-17,129.0,75.0,42.0,48.0,40.0,4.0,84.0
2019-02-18,158.0,75.0,35.0,28.0,21.0,4.0,70.0
2019-02-19,114.0,75.0,33.0,39.0,19.0,4.0,97.5
2019-02-20,138.0,75.0,19.0,17.0,11.0,4.0,50.0
2019-02-21,96.0,75.0,10.0,22.0,10.0,4.0,55.00000000000001
2019-02-22,106.0,75.0,35.0,31.0,21.0,4.0,77.5
2019-02-23,98.0,75.0,39.0,35.0,25.0,4.0,87.5
2019-02-24,139.0,75.0,35.0,22.0,19.0,3.0,70.0
2019-02-25,124.0,75.0,25.0,20.0,16.0,3.0,50.0
2019-02-26,142.0,75.0,31.0,24.0,14.0,4.0,62.0
2019-02-27,128.0,75.0,37.0,34.0,25.0,4.0,85.0
2019-02-28,96.0,75.0,37.0,39.0,24.0,4.0,97.5
2019-03-01,117.0,75.0,48.0,32.0,30.0,4.0,96.0
2019-03-02,123.0,75.0,16.0,22.0,23.0,4.0,57.49999999999999
2019-03-03,146.0,75.0,33.0,19.0,13.0,4.0,66.0
2019-03-04,129.0,75.0,44.0,31.0,17.0,3.0,88.0
2019-03-05,108.0,75.0,42.0,33.0,22.0,4.0,84.0
2019-03-06,121.0,75.0,45.0,33.0,24.0,4.0,90.0
2019-03-07,130.0,75.0,32.0,25.0,22.0,4.0,64.0
2019-03-08,122.0,75.0,38.0,21.0,7.0,4.0,76.0
2019-03-09,129.0,75.0,49.0,36.0,30.0,3.0,98.0
2019-03-10,118.0,75.0,35.0,22.0,18.0,5.0,93.33333333333333
2019-03-11,123.0,75.0,46.0,47.0,30.0,4.0,92.0
2019-03-12,143.0,75.0,44.0,50.0,37.0,4.0,92.5
2019-03-13,165.0,75.0,37.0,28.0,12.0,5.0,74.0
2019-03-14,132.0,75.0,44.0,39.0,23.0,3.0,97.5
2019-03-15,146.0,75.0,44.0,43.0,29.0,4.0,88.0
2019-03-16,148.0,75.0,51.0,45.0,27.0,4.0,67.5
2019-03-17,152.0,75.0,46.0,48.0,20.0,5.0,92.0
2019-03-18,144.0,75.0,45.0,44.0,20.0,5.0,90.0
2019-03-19,163.0,75.0,22.0,27.0,19.0,4.0,67.5
2019-03-20,155.0,75.0,35.0,27.0,18.0,5.0,70.0
2019-03-21,139.0,75.0,39.0,30.0,14.0,4.0,78.0
2019-03-22,151.0,75.0,44.0,44.0,27.0,4.0,88.0
2019-03-23,160.0,75.0,34.0,32.0,19.0,4.0,80.0
2019-03-24,166.0,75.0,33.0,37.0,30.0,5.0,92.5
2019-03-25,148.0,75.0,40.0,40.0,30.0,5.0,80.0
2019-03-26,154.0,75.0,53.0,40.0,33.0,4.0,82.5
2019-03-27,152.0,75.0,37.0,41.0,40.0,4.0,74.0
2019-03-28,190.0,75.0,20.0,28.0,21.0,3.0,70.0
2019-03-29,204.0,75.0,15.0,31.0,4.0,5.0,77.5
2019-03-30,164.0,75.0,21.0,27.0,5.0,5.0,67.5
2019-03-31,158.0,75.0,25.0,40.0,7.0,4.0,50.0
2018-11-30,167.0,75.0,27.0,36.0,24.0,11.0,90.0
2018-12-01,172.0,75.0,23.0,44.0,32.0,6.0,80.0
2018-12-02,169.0,75.0,27.0,43.0,20.0,4.0,54.0
2018-12-03,166.0,75.0,24.0,36.0,16.0,4.0,90.0
2018-12-04,174.0,75.0,15.0,42.0,12.0,4.0,50.0
2018-12-05,171.0,75.0,15.0,42.0,12.0,4.0,50.0
2018-12-07,176.0,75.0,31.0,35.0,25.0,4.0,87.5
2018-12-08,158.0,75.0,31.0,40.0,22.0,4.0,62.0
2018-12-09,156.0,75.0,25.0,49.0,29.0,4.0,72.5
2018-12-10,171.0,75.0,13.0,51.0,55.0,5.0,50.0
2018-12-11,194.0,75.0,13.0,51.0,55.0,5.0,56.92307692307692
2018-12-15,147.0,75.0,34.0,20.0,10.0,4.0,68.0
2018-12-16,141.0,75.0,36.0,25.0,14.0,4.0,72.0
2018-12-17,140.0,75.0,34.0,33.0,17.0,5.0,82.5
2018-12-18,294.0,75.0,37.0,45.0,30.0,5.0,75.0
2018-12-19,191.0,75.0,32.0,36.0,41.0,5.0,90.0
2018-12-20,180.0,75.0,32.0,39.0,29.0,4.0,97.5
2018-12-21,168.0,75.0,36.0,42.0,39.0,5.0,97.5
2018-12-22,185.0,75.0,37.0,42.0,28.0,4.0,74.0
2018-12-23,183.0,75.0,35.0,43.0,27.0,5.0,70.0
2018-12-24,158.0,75.0,39.0,43.0,31.0,4.0,78.0
2018-12-25,158.0,75.0,36.0,36.0,27.0,4.0,90.0
2018-12-26,171.0,75.0,33.0,33.0,31.0,4.0,82.5
2018-12-27,157.0,75.0,30.0,38.0,34.0,4.0,95.0
2018-12-28,162.0,75.0,30.0,38.0,29.0,4.0,95.0
2018-12-29,151.0,75.0,36.0,38.0,29.0,4.0,95.0
2018-12-30,149.0,75.0,36.0,38.0,29.0,4.0,95.0
2018-04-03,149.0,75.0,36.0,27.0,28.0,14.0,72.0
2018-04-04,148.0,75.0,30.0,32.0,32.0,17.0,80.0
2018-04-05,181.0,75.0,10.0,21.0,35.0,12.0,87.5
2018-04-06,183.0,75.0,40.0,30.0,26.0,13.0,80.0
2018-04-07,169.0,75.0,38.0,29.0,39.0,14.0,97.5
2018-04-08,227.0,75.0,36.0,26.0,23.0,9.0,87.5
2018-04-09,169.0,75.0,21.0,29.0,45.0,13.0,72.5
2018-04-10,193.0,75.0,15.0,28.0,42.0,13.0,70.0
2018-04-11,172.0,75.0,23.0,26.0,34.0,12.0,85.0
2018-04-12,170.0,75.0,23.0,26.0,34.0,12.0,85.0
